what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290002568
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290002810
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257290020892
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290023167
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290049287
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290051965
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290088529
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257290108739
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290110458
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290116030
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1257290116046
activated,editor,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1257290116277
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1257290122535
opened,editor,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1257290122770
activated,editor,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1257290122850
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1257290125478
activated,editor,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1257290128028
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290147603
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290161540
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290204848
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290222436
activated,editor,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1257290222537
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257290259671
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290260682
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257290284212
