what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295626684
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295626824
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295626969
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295627119
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295684925
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295685375
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295685571
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295685760
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295685938
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295686114
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257295686870
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257295729324
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295730751
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295793339
activated,editor,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1257295793469
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295857637
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295888137
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1257295901132
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257295903271
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295915813
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295925493
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1257295942257
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257295943462
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295947482
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257295953218
