what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257297822476
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257297826644
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257297827045
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257297829891
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257297829931
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257297830548
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257297833862
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257298166245
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257298172942
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257298179459
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257298179966
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1257298181791
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1257298181792
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1257298181793
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1257298181795
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1257298181820
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1257298181821
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.consumption.core",1257298181822
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.302.v200905260749,"org.eclipse.jst.ws.axis2.ui",1257298181822
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.core",1257298181832
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.408.v200904211646,"org.eclipse.jst.ws.creation.ui",1257298181833
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.105.v200908192014,"org.eclipse.jst.ws.consumption.ui",1257298181835
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.407.v200905191120,"org.eclipse.jst.ws.consumption",1257298181836
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.400.v200901261650,"org.eclipse.jst.ws.uddiregistry",1257298181837
stopped,bundle,org.eclipse.jst.ws.ui,1.0.402.v200903111822,"org.eclipse.jst.ws.ui",1257298181839
