what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257276300205
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257277797816
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257277798622
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257277936116
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257277936610
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284770687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284771440
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284801217
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284801710
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284804402
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257284804417
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1257284807032
activated,editor,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1257284808276
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257284814288
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257284814547
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257284815024
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257284816724
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257284816961
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257284821817
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257284826099
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257284832488
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284835547
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284837017
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1257284839099
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257284841371
